Hello!
1334355576.6, 0.154296875, 0.1484375, -7.50390625
1334355576.798, 0.138671875, -0.044921875, -7.4765625
1334355577, 0.146484375, 0.09765625, -7.4921875
1334355577.199, 0.228515625, 0.169921875, -7.51953125
1334355577.398, 0.17578125, 0.533203125, -7.5859375
1334355577.6, 0.1640625, 0.302734375, -7.70703125
1334355577.799, 0.103515625, -0.20703125, -7.517578125
1334355578.999, 0.123046875, 0.2109375, -7.53125
1334355578.199, 0.13671875, 0.181640625, -7.544921875
1334355578.4, 0.1640625, 0.19921875, -7.470703125
1334355578.598, 0.1484375, 0.1328125, -7.505859375
1334355578.799, 0.17578125, 0.205078125, -7.478515625
1334355579, 0.140625, 0.189453125, -7.505859375
1334355579.2, 0.158203125, 0.166015625, -7.513671875
1334355579.399, 0.181640625, 0.158203125, -7.521484375
1334355579.599, 0.142578125, 0.171875, -7.5078125
1334355579.799, 0.162109375, 0.177734375, -7.49609375
1334355580.999, 0.150390625, 0.12890625, -7.5078125
1334355580.199, 0.18359375, 0.20703125, -7.466796875
1334355580.4, 0.13671875, 0.056640625, -7.419921875
1334355580.599, 0.11328125, 0.125, -7.556640625
1334355580.799, 0.1015625, 0.263671875, -7.521484375
1334355581.999, 0.11328125, 0.333984375, -7.533203125
1334355581.199, 0.146484375, 0.3984375, -7.443359375
1334355581.399, 0.123046875, 0.34375, -7.52734375
1334355581.6, 0.103515625, 0.416015625, -7.49609375
1334355581.799, 0.10546875, 0.39453125, -7.478515625
1334355582.999, 0.1328125, 0.39453125, -7.5
1334355582.199, 0.12890625, 0.21484375, -7.146484375
1334355582.398, 0.125, 0.2265625, -7.501953125
1334355582.599, 0.201171875, 0.33203125, -7.509765625
1334355582.8, 0.12109375, 0.314453125, -7.498046875
1334355583.999, 0.25390625, 0.234375, -7.3828125
1334355583.199, 0.140625, 0.26953125, -7.564453125
1334355583.399, 0.162109375, 0.427734375, -7.439453125
1334355583.599, 0.16015625, 0.361328125, -7.48046875
1334355583.798, 0.2109375, 0.341796875, -7.486328125
1334355584.998, 0.177734375, 0.3125, -7.513671875
1334355584.2, 0.150390625, 0.349609375, -7.470703125
1334355584.398, 0.185546875, 0.32421875, -7.466796875
1334355584.6, 0.1796875, 0.318359375, -7.494140625
1334355584.799, 0.134765625, 0.400390625, -7.388671875
1334355585.998, 0.154296875, 0.251953125, -7.5078125
1334355585.199, 0.158203125, 0.287109375, -7.416015625
1334355585.4, 0.1484375, 0.302734375, -7.490234375
1334355585.598, 0.21484375, 0.314453125, -7.44921875
